User ID,Timestamp,Action,Resource,Status,Compliant
dynmbaet,2023-01-01 03:47:55,Edit,Financials,Unauthorized,False
kplxauvx,2023-01-01 03:48:12,Login,Financials,Unauthorized,False
dhheqzqf,2023-01-01 03:48:52,Login,Dashboard,Success,True
mprgbimt,2023-01-01 03:49:40,Login,Admin Panel,Unauthorized,False
adlujtci,2023-01-01 03:49:56,Login,Financials,Success,False
kmemrbah,2023-01-01 03:50:03,Delete,Financials,Unauthorized,False
dyqppakw,2023-01-01 03:50:05,View,Documents,Success,True
kmmuskpu,2023-01-01 03:50:13,Delete,Financials,Unauthorized,False
rqgmdbaj,2023-01-01 03:50:15,View,Reports,Success,True
fguaxdut,2023-01-01 03:50:16,Access,Reports,Success,True
uhkrbcfm,2023-01-01 03:50:16,Access,Dashboard,Success,True
xcfnolvt,2023-01-01 03:50:25,Login,Reports,Success,True
hcwlrqlf,2023-01-01 03:50:28,View,Financials,Unauthorized,False
zywapfhs,2023-01-01 03:50:41,Access,Reports,Success,True
sckfzvie,2023-01-01 03:51:05,Edit,Financials,Success,False
cczxmqoz,2023-01-01 03:51:07,View,Admin Panel,Unauthorized,False
oxvxmugl,2023-01-01 03:51:21,Login,Reports,Success,True
dpuelteh,2023-01-01 03:51:32,Login,Reports,Success,True
awlerarw,2023-01-01 03:52:03,View,Reports,Success,True
vboitvow,2023-01-01 03:52:04,Login,Reports,Success,True
umahdqwc,2023-01-01 03:52:15,View,Dashboard,Success,True
paabpvbz,2023-01-01 03:52:16,Access,Documents,Success,True
cmqdusjb,2023-01-01 03:52:26,Delete,Admin Panel,Success,False
tadnyxvt,2023-01-01 03:52:33,View,Financials,Unauthorized,False
ccutctra,2023-01-01 03:53:05,Login,Reports,Success,True
xisbtxlx,2023-01-01 03:53:11,Login,Documents,Success,True
hfcsfwgo,2023-01-01 03:53:45,Login,Reports,Success,True
etdebqls,2023-01-01 03:53:48,Access,Reports,Success,True
ljtdwemu,2023-01-01 03:54:23,Access,Dashboard,Success,True
gcglfiel,2023-01-01 03:55:11,Edit,Admin Panel,Unauthorized,False
kgwnglgz,2023-01-01 03:55:46,Login,Reports,Success,True
pzaalskd,2023-01-01 03:56:03,Access,Dashboard,Success,True
qktxzfhj,2023-01-01 03:56:34,Access,Documents,Success,True
xpxuytxd,2023-01-01 03:56:49,Login,Documents,Success,True
bdzyukec,2023-01-01 03:57:11,Edit,Financials,Success,False
xhjhxpid,2023-01-01 03:57:17,Delete,Financials,Unauthorized,False
vfnlqcwc,2023-01-01 03:57:33,Login,Financials,Unauthorized,False
eikufveq,2023-01-01 03:58:46,View,Financials,Unauthorized,False
nkelirdo,2023-01-01 03:59:46,Access,Financials,Success,False
ivylanoy,2023-01-01 04:00:02,View,Dashboard,Success,True
jdyongxt,2023-01-01 04:00:03,Delete,Admin Panel,Unauthorized,False
rudslxzu,2023-01-01 04:00:08,Access,Admin Panel,Unauthorized,False
kwzseavl,2023-01-01 04:00:08,View,Dashboard,Success,True
vmollvbi,2023-01-01 04:00:16,Edit,Financials,Unauthorized,False
ndcoedxe,2023-01-01 04:00:39,Edit,Admin Panel,Success,False
iwozqcyq,2023-01-01 04:00:46,Access,Documents,Success,True
typgvune,2023-01-01 04:00:49,View,Admin Panel,Unauthorized,False
iezpwmzp,2023-01-01 04:00:57,Login,Reports,Success,True
cuxmgmjq,2023-01-01 04:01:02,Delete,Admin Panel,Success,False
fhxgqmyn,2023-01-01 04:01:15,Access,Reports,Success,True
gesadrsx,2023-01-01 04:01:24,Access,Reports,Success,True
trxatxyc,2023-01-01 04:02:32,Access,Financials,Success,False
ywbedtqa,2023-01-01 04:02:35,Edit,Admin Panel,Success,False
ntwofzea,2023-01-01 04:02:42,Login,Documents,Success,True
bswygbgp,2023-01-01 04:02:42,Access,Financials,Unauthorized,False
yucyefgv,2023-01-01 04:02:45,View,Dashboard,Success,True
feuxtwgh,2023-01-01 04:02:55,Edit,Financials,Unauthorized,False
hxcylnuv,2023-01-01 04:03:00,View,Reports,Success,True
pweluskj,2023-01-01 04:03:02,Access,Admin Panel,Success,False
evzxroak,2023-01-01 04:03:17,View,Financials,Unauthorized,False
vjusqopi,2023-01-01 04:04:36,View,Reports,Success,True
ozhsaome,2023-01-01 04:04:37,Edit,Admin Panel,Success,False
zojyqhwz,2023-01-01 04:04:41,Access,Reports,Success,True
mfvitndq,2023-01-01 04:04:50,View,Dashboard,Success,True
hqurngtj,2023-01-01 04:05:04,Delete,Financials,Unauthorized,False
bqrmqtio,2023-01-01 04:05:23,Delete,Admin Panel,Unauthorized,False
ygynqodb,2023-01-01 04:05:32,View,Dashboard,Success,True
qtrhiarf,2023-01-01 04:05:38,Login,Dashboard,Success,True
fulktlzx,2023-01-01 04:05:43,Edit,Admin Panel,Unauthorized,False
mtawztjq,2023-01-01 04:05:46,Access,Documents,Success,True
wwukxyxz,2023-01-01 04:06:01,Edit,Financials,Unauthorized,False
vhslfipi,2023-01-01 04:06:16,Edit,Admin Panel,Unauthorized,False
vaukskuw,2023-01-01 04:06:19,Access,Reports,Success,True
fyctvxsk,2023-01-01 04:06:23,Access,Financials,Unauthorized,False
gmkpuwrn,2023-01-01 04:06:49,Login,Financials,Unauthorized,False
doetfthp,2023-01-01 04:07:22,View,Reports,Success,True
lldwbtsp,2023-01-01 04:07:24,Edit,Financials,Unauthorized,False
xekreohr,2023-01-01 04:07:39,Delete,Admin Panel,Success,False
waexnzry,2023-01-01 04:07:49,Login,Reports,Success,True
iebjocvc,2023-01-01 04:07:51,Login,Documents,Success,True
ovrgxpkr,2023-01-01 04:08:00,Login,Dashboard,Success,True
rybfpnyu,2023-01-01 04:08:26,View,Reports,Success,True
mdorbuei,2023-01-01 04:08:56,Login,Financials,Success,False
iumbnblc,2023-01-01 04:09:09,View,Documents,Success,True
umxvocfq,2023-01-01 04:09:30,View,Reports,Success,True
uumvmhfr,2023-01-01 04:09:45,Login,Dashboard,Success,True
npjzkiwq,2023-01-01 04:09:49,View,Reports,Success,True
jorbvjph,2023-01-01 04:10:13,Edit,Financials,Unauthorized,False
kfybbcun,2023-01-01 04:10:31,View,Financials,Unauthorized,False
rilxhzic,2023-01-01 04:10:34,Edit,Admin Panel,Success,False
mqajmeln,2023-01-01 04:11:08,Login,Financials,Unauthorized,False
wtphslfq,2023-01-01 04:11:29,View,Reports,Success,True
geyoarfv,2023-01-01 04:11:32,Access,Reports,Success,True
uoozcvjj,2023-01-01 04:11:35,Login,Documents,Success,True
zpyqlqwb,2023-01-01 04:11:42,Access,Reports,Success,True
hjqtqjza,2023-01-01 04:11:45,Access,Documents,Success,True
chrqvbht,2023-01-01 04:12:08,View,Documents,Success,True
wkzkanyy,2023-01-01 04:12:30,Delete,Admin Panel,Success,False
uqmcatdz,2023-01-01 04:12:58,Edit,Financials,Unauthorized,False
eqyjqcwd,2023-01-01 04:13:09,Access,Dashboard,Success,True
jxjaefpl,2023-01-01 04:13:24,View,Financials,Unauthorized,False
dmwutnny,2023-01-01 04:13:47,Login,Reports,Success,True
zcbdaodh,2023-01-01 04:13:58,Access,Dashboard,Success,True
tlsnqnzb,2023-01-01 04:14:02,Delete,Financials,Unauthorized,False
zzbicijz,2023-01-01 04:14:06,Delete,Admin Panel,Success,False
eiukniln,2023-01-01 04:14:27,Login,Reports,Success,True
euuccsol,2023-01-01 04:14:40,View,Dashboard,Success,True
slhfcnjf,2023-01-01 04:15:16,View,Documents,Success,True
nzdcmycy,2023-01-01 04:15:59,Access,Documents,Success,True
dwzyudck,2023-01-01 04:16:41,Delete,Admin Panel,Unauthorized,False
qteytgeg,2023-01-01 04:17:19,Access,Reports,Success,True
schmnjmi,2023-01-01 04:17:22,Login,Documents,Success,True
yxxqfugz,2023-01-01 04:17:53,Access,Dashboard,Success,True
ejcejtun,2023-01-01 04:18:19,Access,Documents,Success,True
jjnabokj,2023-01-01 04:18:22,View,Documents,Success,True
cyqlylby,2023-01-01 04:18:48,Login,Documents,Success,True
wveltomf,2023-01-01 04:19:54,Login,Dashboard,Success,True
ovrbteet,2023-01-01 04:19:55,Access,Admin Panel,Unauthorized,False
leoauzxl,2023-01-01 04:20:16,View,Dashboard,Success,True
hrxhnblb,2023-01-01 04:20:19,Login,Documents,Success,True
ggqzyirf,2023-01-01 04:21:18,Access,Admin Panel,Unauthorized,False
uxriynvm,2023-01-01 04:21:19,View,Documents,Success,True
pillleqn,2023-01-01 04:21:32,Delete,Financials,Unauthorized,False
hmfqsmly,2023-01-01 04:21:46,View,Documents,Success,True
horqvhgn,2023-01-01 04:21:52,Login,Documents,Success,True
crobiqre,2023-01-01 04:21:54,Edit,Financials,Success,False
ufgemahq,2023-01-01 04:22:09,Delete,Financials,Success,False
thyrmdrk,2023-01-01 04:22:10,Access,Admin Panel,Unauthorized,False
uqhrpsjl,2023-01-01 04:22:26,View,Reports,Success,True
qdnjrhnn,2023-01-01 04:22:39,Access,Dashboard,Success,True
fbfmvtsl,2023-01-01 04:22:44,Access,Financials,Success,False
xyajeihr,2023-01-01 04:23:06,Delete,Financials,Success,False
thzlidce,2023-01-01 04:23:35,Delete,Admin Panel,Unauthorized,False
dehbezfa,2023-01-01 04:24:03,Login,Reports,Success,True
xddhybaq,2023-01-01 04:24:14,Delete,Admin Panel,Unauthorized,False
yycroadg,2023-01-01 04:24:16,View,Documents,Success,True
oavfqtzj,2023-01-01 04:24:20,Login,Documents,Success,True
ralexwmy,2023-01-01 04:24:24,View,Dashboard,Success,True
xajuyeyv,2023-01-01 04:24:44,Login,Documents,Success,True
ewhmceuu,2023-01-01 04:24:49,Login,Documents,Success,True
bihzrhvr,2023-01-01 04:25:06,Login,Reports,Success,True
vslujntv,2023-01-01 04:25:11,Access,Admin Panel,Success,False
wccyfvzm,2023-01-01 04:25:20,Login,Documents,Success,True
bbrkuqsh,2023-01-01 04:25:25,Edit,Admin Panel,Unauthorized,False
wsytsgbg,2023-01-01 04:25:36,Login,Documents,Success,True
hkxuoebo,2023-01-01 04:25:49,Login,Dashboard,Success,True
sgtlmyyk,2023-01-01 04:26:01,View,Documents,Success,True
pkepsmjf,2023-01-01 04:26:08,Access,Financials,Unauthorized,False
nvxclwri,2023-01-01 04:26:17,Access,Dashboard,Success,True
sdqlktod,2023-01-01 04:26:51,Delete,Financials,Unauthorized,False
pydhtxpp,2023-01-01 04:27:00,View,Financials,Unauthorized,False
djhoqvsa,2023-01-01 04:27:18,Access,Reports,Success,True
teiqwjyt,2023-01-01 04:27:55,Edit,Admin Panel,Success,False
kskashsm,2023-01-01 04:27:58,Access,Reports,Success,True
xgxtdktf,2023-01-01 04:27:59,Login,Dashboard,Success,True
thldzxdu,2023-01-01 04:29:09,Login,Admin Panel,Success,False
zzsmafio,2023-01-01 04:29:23,View,Documents,Success,True
reowcxnl,2023-01-01 04:29:28,View,Reports,Success,True
diunvhgp,2023-01-01 04:30:21,Access,Reports,Success,True
wducsoez,2023-01-01 04:30:38,Access,Dashboard,Success,True
ynfyxdmg,2023-01-01 04:30:40,Login,Documents,Success,True
uipuhjcs,2023-01-01 04:31:02,View,Reports,Success,True
zmjfocby,2023-01-01 04:31:38,Login,Reports,Success,True
cruliwwb,2023-01-01 04:31:40,Login,Reports,Success,True
uwjtfvnt,2023-01-01 04:31:52,Access,Admin Panel,Unauthorized,False
kfnbeyuj,2023-01-01 04:32:02,View,Documents,Success,True
olyhwoso,2023-01-01 04:32:19,View,Admin Panel,Unauthorized,False
rxbxxutq,2023-01-01 04:32:35,View,Dashboard,Success,True
gknugpsh,2023-01-01 04:32:51,Login,Financials,Unauthorized,False
unehirix,2023-01-01 04:33:15,View,Dashboard,Success,True
jxdivuhz,2023-01-01 04:33:16,Access,Documents,Success,True
mbwrnnux,2023-01-01 04:34:07,Login,Documents,Success,True
eghdfmct,2023-01-01 04:35:18,Delete,Admin Panel,Unauthorized,False
oyfkkabl,2023-01-01 04:35:25,Login,Financials,Unauthorized,False
uvrxsqty,2023-01-01 04:36:54,Access,Reports,Success,True
rkvhxwqv,2023-01-01 04:37:09,View,Documents,Success,True
idolxdxi,2023-01-01 04:38:27,View,Financials,Unauthorized,False
myeqmens,2023-01-01 04:38:48,Edit,Financials,Success,False
bfembrhb,2023-01-01 04:39:34,Access,Dashboard,Success,True
mrlhlazo,2023-01-01 04:39:59,Delete,Financials,Success,False
axqgvrdb,2023-01-01 04:40:24,Access,Reports,Success,True
mpkhdbce,2023-01-01 04:40:31,Access,Dashboard,Success,True
gosrzewj,2023-01-01 04:40:35,Access,Documents,Success,True
drkrpiiz,2023-01-01 04:41:04,Login,Financials,Unauthorized,False
cbjptzqe,2023-01-01 04:41:07,Login,Financials,Success,False
lgugltzw,2023-01-01 04:41:13,Login,Dashboard,Success,True
zkwegeem,2023-01-01 04:41:52,Edit,Financials,Success,False
nbrjkpqu,2023-01-01 04:41:52,Access,Financials,Success,False
eicnyorp,2023-01-01 04:42:24,Access,Documents,Success,True
vdfmgpuf,2023-01-01 04:42:39,View,Documents,Success,True
skdzbirk,2023-01-01 04:42:41,View,Reports,Success,True
fzhfrbbm,2023-01-01 04:42:50,Access,Reports,Success,True
lqicaiue,2023-01-01 04:43:26,Access,Dashboard,Success,True
adauvsmi,2023-01-01 04:44:30,View,Dashboard,Success,True
bvoovgrw,2023-01-01 04:44:40,View,Dashboard,Success,True
rpvcrkqo,2023-01-01 04:44:56,Login,Dashboard,Success,True
uljqhyhz,2023-01-01 04:45:07,Access,Reports,Success,True
qwlhtxbv,2023-01-01 04:45:10,Access,Financials,Unauthorized,False
qptbtppe,2023-01-01 04:45:28,Login,Dashboard,Success,True
xhrbobcf,2023-01-01 04:45:31,Login,Dashboard,Success,True
cemvhrun,2023-01-01 04:46:00,Login,Reports,Success,True
wreulaig,2023-01-01 04:46:13,View,Documents,Success,True
klbpgqeq,2023-01-01 04:46:19,View,Admin Panel,Unauthorized,False
wqizlszk,2023-01-01 04:46:31,Access,Admin Panel,Unauthorized,False
lphmzrmi,2023-01-01 04:46:35,View,Dashboard,Success,True
spyiakhj,2023-01-01 04:46:49,View,Reports,Success,True
afxadozg,2023-01-01 04:46:57,Edit,Admin Panel,Unauthorized,False
ksesefwi,2023-01-01 04:47:48,View,Dashboard,Success,True
isauineg,2023-01-01 04:47:54,Login,Admin Panel,Unauthorized,False
rqfyojgf,2023-01-01 04:48:18,View,Documents,Success,True
dhhysims,2023-01-01 04:48:23,Login,Financials,Success,False
epakvzuo,2023-01-01 04:48:32,Access,Financials,Success,False
hjwtpmiw,2023-01-01 04:48:37,Login,Documents,Success,True
hozebnda,2023-01-01 04:49:31,Login,Reports,Success,True
xabrgugy,2023-01-01 04:49:35,Access,Financials,Unauthorized,False
qkfnowxg,2023-01-01 04:49:47,Login,Reports,Success,True
kfonfudz,2023-01-01 04:49:48,Access,Documents,Success,True
jcgaoexb,2023-01-01 04:49:50,Login,Reports,Success,True
vzxfvgdl,2023-01-01 04:49:55,Access,Dashboard,Success,True
mbchaeri,2023-01-01 04:49:59,Login,Dashboard,Success,True
otoovxei,2023-01-01 04:50:16,Access,Admin Panel,Success,False
fbjqckaa,2023-01-01 04:50:51,View,Dashboard,Success,True
gojnhutn,2023-01-01 04:51:06,View,Documents,Success,True
ksonwcbx,2023-01-01 04:51:31,Edit,Admin Panel,Unauthorized,False
ldjdwmrg,2023-01-01 04:51:33,Edit,Financials,Unauthorized,False
kuulmpkg,2023-01-01 04:51:48,Edit,Admin Panel,Unauthorized,False
pejlkdpb,2023-01-01 04:52:00,Access,Admin Panel,Unauthorized,False
zdsgkmta,2023-01-01 04:52:15,Edit,Financials,Success,False
bdrlakrd,2023-01-01 04:52:26,Delete,Admin Panel,Unauthorized,False
ibdlilan,2023-01-01 04:52:34,Login,Documents,Success,True
lgofvtuw,2023-01-01 04:53:02,View,Reports,Success,True
bxzwptmy,2023-01-01 04:54:51,Edit,Financials,Unauthorized,False
llxiwhgp,2023-01-01 04:55:28,Access,Reports,Success,True
jridpivj,2023-01-01 04:55:47,View,Dashboard,Success,True
txglxzts,2023-01-01 04:56:03,Access,Dashboard,Success,True
wbveiyml,2023-01-01 04:56:18,Access,Documents,Success,True
tthxyqmz,2023-01-01 04:57:16,Login,Documents,Success,True
berlmawl,2023-01-01 04:57:37,Edit,Financials,Unauthorized,False
bjuqomqq,2023-01-01 04:57:58,Delete,Admin Panel,Unauthorized,False
ikagpomw,2023-01-01 04:57:58,Login,Documents,Success,True
zzhusbjq,2023-01-01 04:58:05,Delete,Financials,Success,False
avecmpwp,2023-01-01 04:58:20,Access,Documents,Success,True
folvvnvu,2023-01-01 04:59:22,View,Documents,Success,True
vtptuzpa,2023-01-01 05:00:24,Login,Dashboard,Success,True
jvaghdmd,2023-01-01 05:00:24,Login,Reports,Success,True
kembajgh,2023-01-01 05:00:44,Edit,Admin Panel,Success,False
cxiqvsvq,2023-01-01 05:01:22,Edit,Admin Panel,Success,False
fzyiuscg,2023-01-01 05:01:23,Login,Admin Panel,Success,False
psteryay,2023-01-01 05:01:26,Delete,Financials,Success,False
ihvxatsc,2023-01-01 05:01:44,Login,Financials,Unauthorized,False
qqwoafhr,2023-01-01 05:01:49,Login,Reports,Success,True
otpwavxl,2023-01-01 05:01:51,View,Reports,Success,True
oirsglty,2023-01-01 05:01:59,View,Documents,Success,True
yalxyeye,2023-01-01 05:02:05,Edit,Admin Panel,Unauthorized,False
fvjctysg,2023-01-01 05:02:06,View,Dashboard,Success,True
gdhtxlfc,2023-01-01 05:02:21,View,Documents,Success,True
sqysquxm,2023-01-01 05:03:11,View,Reports,Success,True
ycsfdtit,2023-01-01 05:03:17,Login,Documents,Success,True
kibggpwi,2023-01-01 05:04:07,Access,Reports,Success,True
ypqojzvk,2023-01-01 05:04:11,Access,Dashboard,Success,True
xvmrrcqt,2023-01-01 05:04:16,View,Financials,Unauthorized,False
yqyoecnu,2023-01-01 05:04:44,Login,Reports,Success,True
pgjuztnb,2023-01-01 05:04:53,View,Reports,Success,True
qcettvln,2023-01-01 05:05:17,Access,Reports,Success,True
sopykojx,2023-01-01 05:05:28,Delete,Admin Panel,Unauthorized,False
phpzpvmr,2023-01-01 05:05:53,Access,Admin Panel,Unauthorized,False
mrwmcwus,2023-01-01 05:06:13,Delete,Financials,Unauthorized,False
xtnvarqn,2023-01-01 05:06:38,View,Documents,Success,True
lvarllzj,2023-01-01 05:07:27,View,Financials,Unauthorized,False
rajwgnhp,2023-01-01 05:07:54,View,Admin Panel,Unauthorized,False
olnaycjb,2023-01-01 05:08:04,Login,Documents,Success,True
doveicmp,2023-01-01 05:08:17,View,Documents,Success,True
gcdncbqn,2023-01-01 05:08:27,Access,Admin Panel,Unauthorized,False
kyubhfmd,2023-01-01 05:08:39,Access,Admin Panel,Unauthorized,False
pzxqaygg,2023-01-01 05:08:39,Access,Documents,Success,True
riueegxh,2023-01-01 05:08:46,Edit,Financials,Success,False
pubprgwf,2023-01-01 05:08:57,Login,Documents,Success,True
yhdieblt,2023-01-01 05:09:14,Login,Documents,Success,True
rdtcagya,2023-01-01 05:09:17,Delete,Admin Panel,Unauthorized,False
tjmtxyns,2023-01-01 05:09:58,View,Dashboard,Success,True
yrklumvj,2023-01-01 05:10:03,Access,Reports,Success,True
qcmexedo,2023-01-01 05:10:14,Access,Documents,Success,True
djfrijkr,2023-01-01 05:10:20,View,Reports,Success,True
kbhgoesm,2023-01-01 05:11:14,View,Financials,Success,False
mklecyzk,2023-01-01 05:11:24,Login,Admin Panel,Unauthorized,False
uggfyppk,2023-01-01 05:11:41,Access,Dashboard,Success,True
ybdpmuwb,2023-01-01 05:12:07,Access,Admin Panel,Unauthorized,False
gcywwqru,2023-01-01 05:12:14,Login,Financials,Unauthorized,False
wcqklewj,2023-01-01 05:12:20,Login,Admin Panel,Unauthorized,False
mawwpqdp,2023-01-01 05:12:46,View,Dashboard,Success,True
ndhxekgs,2023-01-01 05:13:02,Login,Documents,Success,True
tgqnmcvy,2023-01-01 05:13:27,Edit,Admin Panel,Unauthorized,False
lfbontnb,2023-01-01 05:14:18,Login,Financials,Unauthorized,False
khcxqswf,2023-01-01 05:14:26,Edit,Admin Panel,Unauthorized,False
ndreicmg,2023-01-01 05:14:30,Access,Dashboard,Success,True
rgmqvivz,2023-01-01 05:14:33,Access,Dashboard,Success,True
mjmihunx,2023-01-01 05:14:37,Edit,Financials,Unauthorized,False
hygvehrm,2023-01-01 05:14:38,Access,Documents,Success,True
ijhijhzu,2023-01-01 05:14:52,Access,Reports,Success,True
yifjxyei,2023-01-01 05:14:55,Login,Dashboard,Success,True
kdtacckf,2023-01-01 05:15:32,Edit,Financials,Unauthorized,False
aubqcpfg,2023-01-01 05:15:46,Login,Documents,Success,True
mgkecmdq,2023-01-01 05:15:55,Access,Reports,Success,True
rdamqzmx,2023-01-01 05:15:59,Delete,Admin Panel,Success,False
shgoegyg,2023-01-01 05:16:05,View,Dashboard,Success,True
olaflehj,2023-01-01 05:16:06,View,Admin Panel,Unauthorized,False
qzbyypwk,2023-01-01 05:16:47,Access,Admin Panel,Unauthorized,False
apnhzogs,2023-01-01 05:17:07,Login,Financials,Unauthorized,False
bxgvryyp,2023-01-01 05:17:21,Login,Documents,Success,True
dohdadvj,2023-01-01 05:17:43,View,Reports,Success,True
sghimluk,2023-01-01 05:18:05,Edit,Financials,Success,False
ymkiphww,2023-01-01 05:18:06,Access,Admin Panel,Unauthorized,False
sqdpdsru,2023-01-01 05:18:14,Delete,Financials,Success,False
izhbhhxe,2023-01-01 05:19:07,View,Documents,Success,True
vnafbmjo,2023-01-01 05:19:20,Edit,Financials,Unauthorized,False
dauqgiuw,2023-01-01 05:19:57,Login,Dashboard,Success,True
xgfkynyg,2023-01-01 05:20:42,Edit,Admin Panel,Unauthorized,False
kibelkrd,2023-01-01 05:20:43,Login,Documents,Success,True
gehfieen,2023-01-01 05:20:50,Edit,Financials,Unauthorized,False
qsbkorco,2023-01-01 05:20:56,Edit,Financials,Unauthorized,False
ronjuwdt,2023-01-01 05:21:14,Access,Documents,Success,True
uzxpzvdu,2023-01-01 05:21:19,Login,Admin Panel,Unauthorized,False
cwlijefk,2023-01-01 05:21:36,Access,Dashboard,Success,True
gfbyvmcw,2023-01-01 05:21:44,View,Dashboard,Success,True
bfiwxrdy,2023-01-01 05:22:01,Access,Admin Panel,Unauthorized,False
dgdivkwr,2023-01-01 05:22:03,Edit,Financials,Unauthorized,False
bmiuyuva,2023-01-01 05:22:18,Delete,Admin Panel,Unauthorized,False
gjuphuxm,2023-01-01 05:23:37,Access,Documents,Success,True
fnnypftq,2023-01-01 05:23:41,Delete,Admin Panel,Success,False
tgpjokdd,2023-01-01 05:23:43,Edit,Financials,Unauthorized,False
ajlyvzxs,2023-01-01 05:23:58,View,Reports,Success,True
hjafgezt,2023-01-01 05:24:06,Access,Dashboard,Success,True
accsijil,2023-01-01 05:24:17,Login,Dashboard,Success,True
htqqrdej,2023-01-01 05:24:25,Login,Financials,Success,False
hnnvagcb,2023-01-01 05:24:57,View,Dashboard,Success,True
kfivjgnu,2023-01-01 05:25:31,Login,Reports,Success,True
snfzbkeq,2023-01-01 05:25:53,View,Financials,Unauthorized,False
kzipmmzi,2023-01-01 05:26:49,Delete,Admin Panel,Unauthorized,False
wiggnpwi,2023-01-01 05:27:08,Edit,Financials,Unauthorized,False
tllrghpu,2023-01-01 05:27:12,Login,Reports,Success,True
cujangcw,2023-01-01 05:27:14,Login,Dashboard,Success,True
mchvcjar,2023-01-01 05:27:34,Delete,Financials,Success,False
bpgwhynx,2023-01-01 05:28:02,Access,Reports,Success,True
gqezrlha,2023-01-01 05:28:04,Login,Documents,Success,True
rvbunhft,2023-01-01 05:28:09,Delete,Admin Panel,Unauthorized,False
iiokxvrz,2023-01-01 05:28:21,Edit,Financials,Unauthorized,False
yjjiqdti,2023-01-01 05:28:31,Access,Reports,Success,True
wnvravjv,2023-01-01 05:28:42,Access,Dashboard,Success,True
nlzialnw,2023-01-01 05:28:59,View,Documents,Success,True
gtvxhfnd,2023-01-01 05:29:19,Delete,Financials,Unauthorized,False
lkyhwmfr,2023-01-01 05:29:24,Login,Admin Panel,Unauthorized,False
tyqpmxzj,2023-01-01 05:30:03,Access,Dashboard,Success,True
brqxnmef,2023-01-01 05:30:04,Access,Admin Panel,Unauthorized,False
jrhbwmyf,2023-01-01 05:30:05,Edit,Admin Panel,Unauthorized,False
lqitchdz,2023-01-01 05:30:07,Delete,Financials,Unauthorized,False
nexbomrv,2023-01-01 05:30:38,Login,Dashboard,Success,True
lqpmlmbk,2023-01-01 05:30:52,Access,Dashboard,Success,True
efpojeac,2023-01-01 05:31:06,Delete,Financials,Unauthorized,False
kuhxykzo,2023-01-01 05:31:29,Login,Reports,Success,True
ufbfprfl,2023-01-01 05:31:38,Access,Documents,Success,True
udferyfi,2023-01-01 05:31:47,Edit,Admin Panel,Unauthorized,False
hemqsppt,2023-01-01 05:32:29,Access,Dashboard,Success,True
wdktoxpq,2023-01-01 05:33:06,Login,Financials,Unauthorized,False
otwkalcd,2023-01-01 05:33:20,Delete,Admin Panel,Unauthorized,False
tgavizix,2023-01-01 05:33:22,View,Dashboard,Success,True
rbnzcaak,2023-01-01 05:33:40,Edit,Financials,Unauthorized,False
nhcdejej,2023-01-01 05:34:04,Access,Reports,Success,True
jvitqqmr,2023-01-01 05:34:08,Delete,Admin Panel,Success,False
ebtxbplo,2023-01-01 05:34:25,Access,Dashboard,Success,True
ukqgqlze,2023-01-01 05:35:15,Login,Dashboard,Success,True
pwpuystv,2023-01-01 05:35:40,Edit,Admin Panel,Unauthorized,False
xjxllbiy,2023-01-01 05:35:51,Edit,Admin Panel,Unauthorized,False
eyyokoij,2023-01-01 05:36:27,Delete,Financials,Unauthorized,False
djgccpcg,2023-01-01 05:36:34,Delete,Admin Panel,Unauthorized,False
cdrfnlxy,2023-01-01 05:36:37,Access,Documents,Success,True
jadnpgxb,2023-01-01 05:36:38,Login,Dashboard,Success,True
erwtujqb,2023-01-01 05:36:48,View,Dashboard,Success,True
muhugfna,2023-01-01 05:36:54,Access,Admin Panel,Unauthorized,False
metgvyql,2023-01-01 05:37:37,Access,Reports,Success,True
jokrmxuu,2023-01-01 05:37:42,View,Documents,Success,True
jldplwjs,2023-01-01 05:37:54,Login,Reports,Success,True
hqwuwmay,2023-01-01 05:38:15,Edit,Admin Panel,Unauthorized,False
jqbhplbu,2023-01-01 05:38:36,View,Financials,Unauthorized,False
xhywnzqg,2023-01-01 05:38:37,View,Financials,Success,False
ovidmdjh,2023-01-01 05:38:43,Edit,Financials,Unauthorized,False
aufibfzp,2023-01-01 05:38:44,View,Reports,Success,True
hxszstba,2023-01-01 05:38:51,Access,Reports,Success,True
rkvgmgpi,2023-01-01 05:38:51,Login,Reports,Success,True
sofwfgxr,2023-01-01 05:39:05,Login,Reports,Success,True
ubvvlxid,2023-01-01 05:39:21,Access,Dashboard,Success,True
qfzcrsuy,2023-01-01 05:39:43,View,Dashboard,Success,True
cpudnhsh,2023-01-01 05:39:44,Edit,Financials,Success,False
srkmrocv,2023-01-01 05:40:26,Access,Reports,Success,True
ehgydhos,2023-01-01 05:40:28,Login,Documents,Success,True
gaqpcjnd,2023-01-01 05:41:10,View,Documents,Success,True
gczyheep,2023-01-01 05:41:29,View,Documents,Success,True
htouchdv,2023-01-01 05:41:52,Access,Admin Panel,Success,False
ocbealhl,2023-01-01 05:42:02,Access,Reports,Success,True
buxgualx,2023-01-01 05:42:24,Login,Dashboard,Success,True
xgmuqdwp,2023-01-01 05:42:29,Access,Documents,Success,True
ufdodwwo,2023-01-01 05:42:31,Delete,Financials,Unauthorized,False
kzjvqpzl,2023-01-01 05:42:33,Access,Reports,Success,True
snychsbn,2023-01-01 05:42:33,View,Reports,Success,True
